row_id,내용,상세내용,주장/검증매체
304,민주당 혁신위 대의원 투표권 폐지 권고올드보이엔 용퇴 촉구,"['위원', '위원회', '전당대회', '대의', '대표', '포함', '당원', '신설', '민주당', '국민', '폐지', '정책', '선출', '혁신', '여론조사', '발표', '변경', '국회의원', '방식', '제안', '권리', '의원', '투표', '미래']",전자신문
305,MG손보 매각 속도 붙을까이달 말 매각 공고,"['자본', '회사', '주인', '손해', '금융', '주도', '기준', '인수', '진행', '지정', '매각', '자산', '보험', '금융기관', '파트너', '취소', '소송', '부채', '방식', '부실']",뉴시스
306,팩트체크 IMF가 한국의 국가채무비율을 85퍼센트 이내로 권고했다,"['보고서', '한국', '결과', '기준', '국가채무', '재정', '사회', '세입', '지출', '국가', '후보', '수준', '이재명', '대비', '언급', '연합뉴스', '경우', '정부', '부채', '권고', '캠프', '유지', '국채', '비율', '선진국', '협의']",연합뉴스
307,후보 암살 혼란 속 에콰도르 대통령 보궐선거후보 8명 각축,"['대선', '운동', '장병', '시간', '후보', '투표', '대통령', '현지', '주변', '연합뉴스', '유권자']",연합뉴스
308,양대노총 독식구조 깬 MZ노조서울시 생활임금노동자권익보호위 참여,"['기구', '위원', '위원회', '한국', '노총', '노동자', '참여', '임기', '서울', '서울시', '보호', '노동', '주요', '대화', '생활임금', '향상', '근로자', '추천', '협의', '노조']",머니투데이
309,단독 한국노총 위원장 간부 고소계좌 몰래 들여다봤다,"['경찰', '당시', '위원장', '노동조합', '수사', '자신', '한국', '혐의', '집행', '후보', '노총', '선거', '불법', '송치', '금융', '연맹', '계좌']",한국경제
310,추후보도 수억원 횡령에 성추행까지한국노총 부산본부 의장 후보자 논란 관련,"['횡령', '의장', '혐의', '한국', '노총', '후보자', '본부', '부산']",뉴스1
311,김성태 한국노총 경사노위 불참에 정치가 망한 상태,"['노동', '위원회', '정부', '위원장', '의장', '한국', '상황', '개혁', '대화', '노총', '노동계', '추진', '사정', '사회']",조세일보
312,서울시 신속통합 재개발 수시신청면목종암동 2곳 선정,"['신속', '기획', '주택', '구역', '신청', '민간', '재개발', '기준', '후보', '권리', '산정', '서울시', '선정']",뉴시스
313,김현기 서울시의회 의장 몽골 울란바토르 최고 훈장 항가르드 받아,"['주택', '교통', '의회', '대표', '도시', '환경', '서울', '교류', '서울시', '방문', '적극', '의장', '공유', '분야', '논의', '발전', '지지', '협력', '공공', '행정']",아시아경제
314,우리 아이 첫 공부방 꾸며줄래요 단칸방 임대주택이 넓어진다 부동산360,"['규모', '평형', '이하', '서울', '기준', '서울시', '정비', '이상', '중형', '면적', '임대', '가구', '소형', '임대주택', '공급', '변경', '사업', '시행', '계획', '공공', '재건축', '비율', '전용', '지난해', '위주']",헤럴드경제
315,서울시 서울도시건축비엔날레 개막 포럼 개최,"['포럼', '건축', '서울', '주제', '공공', '시민', '서울시', '대표', '전략', '도시']",뉴시스
316,민간 최대 분석센터 가동방사선 분석부터 원전해체까지 선점,"['한국', '관련', '확보', '방사성', '개발', '규모', '대표', '측정', '분석', '방사', '원전', '원자력', '라며', '시스템', '환경', '기준', '분류', '울산', '과제', '기술', '특허', '시장', '시설', '국가', '주요', '오염', '수준', '해체', '최대', '처리', '차지', '운영', '사업', '금속', '사진', '제공', '센터', '계획', '국내', '장비', '연구원', '폐기물', '대응', '기관']",머니투데이
317,부티 나게 그러나 조용하게올드머니룩이 뜬다,"['검색', '시간', '모델', '업계', '유행', '트렌드', '로고', '분석', '영국', '부자', '인기', '세대', '가치', '라며', '자신', '패션', '패턴', '브랜드', '스타', '소재', '디자이너', '소비', '해석', '추구', '플랫폼', '제품', '상황', '시대', '관심', '증가']",경향신문
318, 세대교체 가속상속 부자 줄고 창업 부자 늘었다,"['리더', '상위', '국가', '한국', '우리나라', '회장', '인덱스', '일본', '평균', '조사', '창업', '상속', '명의', '재산', '증가', '올해', '부자']",이데일리
319,단독 2년간 한번도 안쓴 장비에 5300억연구개발비는 눈먼돈,"['처분', '환수', '통보', '산업', '활용', '가동', '연구개발', '연속', '시스템', '예산', '취득', '과제', '기술', '이상', '관리', '공동', '구축', '실적', '사업', '제재', '연구', '산업부', '기반', '장비', '지난해']",매일경제
320,여수시 웅천택지개발비 과다환수 인정업체에 수백억원 반환,"['단계', '사업', '해명', '법원', '입장', '환수', '대법원', '개발', '과정', '판결', '시민', '업체', '택지', '정산', '진행', '소송', '일부']",뉴시스
321,개장시황 코스피 장 초반 2400선 회복 시도코스닥은 하락 전환,"['하락', '전날', '서울', '상승', '업종', '코스피', '기관', '거래', '코스닥']",뉴스1
322, 핵실험 증시 충격 적지만타 악재와 결합시 영향력 증가 우려,"['영향력', '우려', '하락', '증시', '문제', '작용', '영향', '금리', '발표', '재개', '일주일', '악재', '북한', '코스피', '이후', '시장', '핵실험', '최근']",아시아경제
323,마켓뷰춘래불사춘 코스피 북한 핵실험 중단에도 외국인 팔자 공세,"['하락', '반면', '삼성', '중단', '제약', '금리', '상승', '지수', '종목', '북한', '업종', '매도', '외국인', '핵실험', '거래', '바이오']",조선비즈
324,흑자 전망하더니 뭔소리야 또한전 전기요금 또 올릴 판,"['전망', '상승', '유가', '단가', '국제', '한국전력', '하반기', '도매', '평균', '압박', '에너지', '추가', '올해', '요금', '부담', '전력', '전기', '판매', '정산', '인상', '한전', '내년', '가격']",매일경제
325,에어컨 안 틀어주는 이유 전기요금 많이 나와서,"['질환', '조치', '냉방', '기준', '온도', '예방', '직장', '폭염', '학원', '노동자', '실내', '관리', '고용노동부', '업주', '에어컨']",경기일보
326,전기요금 폭탄 걱정에  그 가게선 선풍기만 돌고 있었다 리즈,"['시간', '교체', '상인', '공인', '가게', '차례', '더위', '지원', '에너지', '여름', '시장', '폭염', '손님', '요금', '상공', '영세', '전기', '정부', '가스', '에어컨', '사업', '인상', '사진', '장사', '가격']",더스쿠프
327,기고 슬기로운 전기요금 절약법,"['용량', '캠페인', '서비스', '전기차', '사용', '환경', '절약', '고객', '에너지', '국민', '요금', '부담', '전력', '전기', '설루션', '공급', '중립', '이용', '한전', '제공', '탄소', '효율']",전자신문
328,김영환 지사 중대재해 고발 이어 주민소환 위기,"['위원회', '운동', '감시', '부담', '주민', '지하차도', '지사', '비용', '준비', '단속', '투표', '충북', '이상', '관리', '소환', '경비']",국민일보
329,신림동 등산로 성폭행 살인범 구속법원 중대 범죄종합,"['경찰', '심사', '취재', '영장', '성폭력', '피의자', '서울', '기자', '흉기', '오후', '피해자', '구속영장', '연수', '살인', '사망', '경찰서', '연합뉴스', '사건', '처벌']",연합뉴스
330,오송참사 생존자 충북지사 등 6명 중대재해처벌법 고소,"['방지', '책임자', '공개', '지하차도', '참사', '일상', '오송', '안전', '협의', '처벌', '재발']",뉴스1
331,사다리차 없이 5층 실외기 고치다 추락사 중대재해법 위반 아냐,"['책임자', '처분', '중대', '회사', '확보', '수리', '업체', '점검', '산업', '사이', '의무', '사망', '조치', '대표이사', '발생', '안전', '보건', '위반', '에어컨', '검찰', '기소', '재해', '처벌']",머니S
332,인사이드 스토리일동제약의 RD 분할묘수인가 악수인가,"['개선', '부문', '확보', '집중', '개발', '분할', '시티', '유치', '신설', '신약', '진행', '기업', '자금', '치료', '자회사', '분리', '바이오', '투자', '계획', '부터', '국내', '수익', '합병']",비즈워치
333,재생에너지 성지 제주도에 ESS 보급태양광풍력 단점 보완,"['풍력', '대형', '추진', '규모', '보급', '안정화', '저장', '변동성', '태양광', '사업자', '재생에너지', '시장', '제어', '수급', '전력', '배터리', '입찰', '전기', '정부', '공급', '발전', '계약', '사업', '투자', '산업부', '수요', '개설', '유도']",경향신문
334,한전 부실 영향에발전자회사 상반기 적자 1조2000억 육박,"['계수', '조정', '적자', '공사', '뉴시스', '남부', '기록', '한국전력', '영업', '서울', '기자', '적용', '올해', '풍력발전', '상반기', '자회사', '전력', '전기', '정산', '책정', '발전', '사업', '투자', '한전', '손실', '매출', '이익', '가격']",뉴시스
335,가속도 붙은 해상 풍력주가도 훈풍,"['세계', '풍력', '에스', '상승', '산업', '성장', '영업', '타워', '재생에너지', '시장', '정책', '기업', '효과', '실적', '해상', '매출', '이익', '증권', '연구원', '국내']",머니투데이
336,해상풍력 사업 줄줄이 좌초금리상승에 건설비 급증,"['풍력발전', '세계', '발전', '투자', '해상', '중단', '풍력', '금리', '비용', '프로젝트', '터빈', '건설']",서울경제
337,건설비 뛰면서 해상 풍력사업 줄줄이 좌초신재생에너지 위기,"['발전', '인상', '해상', '중단', '풍력', '주요', '상승', '비용', '전력', '개발', '프로젝트', '업체', '가격', '정부', '터빈', '차질', '건설', '영국']",헤럴드경제
338,독일 탈원전 100일원자력발전 프랑스 등서 전력 수입 늘어,"['가동', '발전', '독일', '국가', '전력', '수입', '규모', '에너지', '생산', '프랑스', '수출', '원전', '올해']",SBS
339, IRA 효과로 HD현대LS효성 전력기기 3사 수주 잔고 10조 돌파 비즈360,"['확보', '규모', '인프라', '잔고', '효성', '기준', '에너지', '추가', '공장', '올해', '구축', '전력', '현대', '중공업', '기기', '수주', '해상', '제공', '매출', '생산', '건설', '증가']",헤럴드경제
340,덴마크에서 불어온 청정에너지 바람한덴 그린비즈니스 포럼 개최,"['협회', '자원부', '청정', '한국', '풍력', '관련', '산업', '녹색', '대사', '국제', '덴마크', '토론', '오스', '에너지', '진행', '정책', '체결', '기업', '공동', '포럼', '비즈니스', '전선', '소개', '정부', '공급', '양국', '운영', '통상', '계약', '발전', '해상', '협력', '이번', '기후', '전환', '기관', '참가']",매일경제
341,한국 가정용 전기요금 G7 등 8개국서 가장 저렴해,"['한국', '자원', '상승', '가정', '분석', '원전', '영국', '서울', '포인트', '캐나다', '평균', '요금', '전력', '일본', '전기', '신문', '천연가스', '케이', '생산', '가격', '지난해']",뉴시스
342,전기 자전거의 테슬라도 망했다 전기 모빌리티 곳곳에 암초,"['시간', '업계', '모델', '회사', '주행', '수리', '파산', '업체', '비행', '전기차', '중국', '자동차', '고객', '하이브리드', '올해', '단계', '소비자', '기업', '디자인', '주가', '테슬라', '배터리', '발생', '화재', '전기', '판매', '충전', '그래픽', '네덜란드', '운항', '동력', '지난해', '시험', '선박', '지난달', '비행기', '모빌리티', '차량', '증가', '부품']",조선일보
